Report_Name	Journal Usage by Access Type
Report_ID	TR_J3
Release	5
Institution_Name	UNIVERSITY OF PRINCE EDWARD ISLAND
Institution_ID	EBSCOhost:uprince
Metric_Types	Total_Item_Investigations; Unique_Item_Investigations; Total_Item_Requests; Unique_Item_Requests
Report_Filters	Data_Type=Journal; Access_Method=Regular
Report_Attributes	
Exceptions	3040: Partial Data Returned (The request could not be fulfilled in its entirety, since some of the requested data is missing. Usage has been returned for months where usage data exists.); 3031: Usage Not Ready for Requested Dates (Service has not yet processed the usage for one or more of the requested months)
Reporting_Period	Begin_Date=2024-01-01; End_Date=2024-02-29
Created	2024-03-01T13:43:30Z
Created_By	EBSCO Information Services

Title	Publisher	Publisher_ID	Platform	DOI	Proprietary_ID	Print_ISSN	Online_ISSN	URI	Access_Type	Metric_Type	Reporting_Period_Total	Jan-2024	Feb-2024
Acta Universitatis Agriculturae Et Silviculturae Mendelianae Brunensis	Mendel University of Agriculture and Forestry in Brno		EBSCOhost		EBSCOhost:KBID:840000	1211-8516	2464-8310		Controlled	Unique_Item_Investigations	2	2	0
Acta Zoologica	Wiley-Blackwell		EBSCOhost		EBSCOhost:KBID:1558	0001-7272	1463-6395		Controlled	Total_Item_Investigations	3	3	0
Acta Zoologica	Wiley-Blackwell		EBSCOhost		EBSCOhost:KBID:1558	0001-7272	1463-6395		Controlled	Total_Item_Requests	1	1	0
Acta Zoologica	Wiley-Blackwell		EBSCOhost		EBSCOhost:KBID:1558	0001-7272	1463-6395		Controlled	Unique_Item_Investigations	3	3	0
Acta Zoologica	Wiley-Blackwell		EBSCOhost		EBSCOhost:KBID:1558	0001-7272	1463-6395		Controlled	Unique_Item_Requests	1	1	0
Action Research	SAGE Publications		EBSCOhost		EBSCOhost:KBID:102128	1476-7503	1741-2617		Controlled	Total_Item_Investigations	3	3	0
Action Research	SAGE Publications		EBSCOhost		EBSCOhost:KBID:102128	1476-7503	1741-2617		Controlled	Unique_Item_Investigations	2	2	0
Activities, Adaptation & Aging	Taylor & Francis		EBSCOhost		EBSCOhost:KBID:100570	0192-4788	1544-4368		Controlled	Total_Item_Investigations	2	2	0
Activities, Adaptation & Aging	Taylor & Francis		EBSCOhost		EBSCOhost:KBID:100570	0192-4788	1544-4368		Controlled	Unique_Item_Investigations	2	2	0
Ad Alta: Journal of Interdisciplinary Research	Magnanimitas		EBSCOhost		EBSCOhost:KBID:11047567	1804-7890			Controlled	Total_Item_Investigations	2	2	0
Ad Alta: Journal of Interdisciplinary Research	Magnanimitas		EBSCOhost		EBSCOhost:KBID:11047567	1804-7890			Controlled	Unique_Item_Investigations	2	2	0
Adam Academy Journal of Social Sciences / Adam Akademi Sosyal Bilimler Dergisi	Anakara Thought and Research Center		EBSCOhost		EBSCOhost:KBID:11047648	2146-4936	2645-9019		Controlled	Total_Item_Investigations	5	5	0
Adam Academy Journal of Social Sciences / Adam Akademi Sosyal Bilimler Dergisi	Anakara Thought and Research Center		EBSCOhost		EBSCOhost:KBID:11047648	2146-4936	2645-9019		Controlled	Unique_Item_Investigations	4	4	0
Adaptive Human Behavior and Physiology	Springer		EBSCOhost		EBSCOhost:KBID:2780346		2198-7335		Controlled	Total_Item_Investigations	1	1	0
